51 0 AP890503-0279  1 0.26781082 run-1
90 0 AP890209-0150  665 0.0563542 run-1
90 0 AP890223-0279  666 0.0563542 run-1
90 0 AP890609-0148  667 0.055401634 run-1
90 0 AP890130-0232  668 0.055401634 run-1
90 0 AP890217-0165  669 0.055401634 run-1
90 0 AP891010-0246  670 0.055277105 run-1
90 0 AP890105-0243  671 0.055277105 run-1
90 0 AP891026-0076  672 0.055277105 run-1
90 0 AP890623-0091  673 0.055277105 run-1
90 0 AP890325-0027  674 0.055277105 run-1
90 0 AP890831-0282  675 0.055277105 run-1
90 0 AP890427-0273  676 0.055277105 run-1
90 0 AP890313-0204  677 0.055204112 run-1
90 0 AP890809-0292  678 0.055204112 run-1
90 0 AP890427-0189  679 0.055204112 run-1
90 0 AP890624-0121  680 0.054689422 run-1
90 0 AP890328-0191  681 0.054689422 run-1
90 0 AP890415-0008  682 0.054689422 run-1
90 0 AP890415-0107  683 0.054689422 run-1
90 0 AP890103-0112  684 0.053969827 run-1
90 0 AP890106-0213  685 0.053969827 run-1
90 0 AP891020-0310  686 0.053969827 run-1
90 0 AP891101-0288  687 0.053969827 run-1
90 0 AP890620-0251  688 0.053969827 run-1
90 0 AP890131-0151  689 0.053969827 run-1
90 0 AP890624-0021  690 0.053969827 run-1
90 0 AP891110-0271  691 0.053969827 run-1
90 0 AP890209-0222  692 0.053969827 run-1
90 0 AP890703-0060  693 0.053969827 run-1
90 0 AP890214-0156  694 0.053969827 run-1
90 0 AP890218-0066  695 0.053969827 run-1
90 0 AP890710-0270  696 0.053969827 run-1
90 0 AP891201-0110  697 0.053969827 run-1
90 0 AP891201-0164  698 0.053969827 run-1
90 0 AP890228-0227  699 0.053969827 run-1
90 0 AP890721-0247  700 0.053969827 run-1
90 0 AP891212-0238  701 0.053969827 run-1
90 0 AP890730-0083  702 0.053969827 run-1
90 0 AP891222-0273  703 0.053969827 run-1
90 0 AP890315-0176  704 0.053969827 run-1
90 0 AP891225-0076  705 0.053969827 run-1
90 0 AP891226-0199  706 0.053969827 run-1
90 0 AP890316-0283  707 0.053969827 run-1
90 0 AP890811-0236  708 0.053969827 run-1
90 0 AP890323-0293  709 0.053969827 run-1
90 0 AP890813-0034  710 0.053969827 run-1
90 0 AP890816-0260  711 0.053969827 run-1
90 0 AP890329-0265  712 0.053969827 run-1
90 0 AP890404-0261  713 0.053969827 run-1
90 0 AP890824-0055  714 0.053969827 run-1
90 0 AP890407-0143  715 0.053969827 run-1
90 0 AP890407-0234  716 0.053969827 run-1
90 0 AP890414-0261  717 0.053969827 run-1
90 0 AP890415-0109  718 0.053969827 run-1
90 0 AP890419-0132  719 0.053969827 run-1
90 0 AP890911-0268  720 0.053969827 run-1
90 0 AP890912-0263  721 0.053969827 run-1
90 0 AP890427-0139  722 0.053969827 run-1
90 0 AP890916-0144  723 0.053969827 run-1
90 0 AP890920-0264  724 0.053969827 run-1
90 0 AP890503-0003  725 0.053969827 run-1
90 0 AP890503-0020  726 0.053969827 run-1
90 0 AP890503-0140  727 0.053969827 run-1
90 0 AP890503-0215  728 0.053969827 run-1
90 0 AP890505-0297  729 0.053969827 run-1
90 0 AP890507-0015  730 0.053969827 run-1
90 0 AP890511-0259  731 0.053969827 run-1
90 0 AP890516-0145  732 0.053969827 run-1
90 0 AP891004-0292  733 0.053969827 run-1
90 0 AP890518-0280  734 0.053969827 run-1
90 0 AP890620-0020  735 0.052901916 run-1
90 0 AP890210-0250  736 0.052901916 run-1
90 0 AP890803-0270  737 0.052901916 run-1
90 0 AP891009-0192  738 0.052890427 run-1
90 0 AP891017-0086  739 0.052890427 run-1
90 0 AP890602-0273  740 0.052890427 run-1
90 0 AP890117-0227  741 0.052890427 run-1
90 0 AP890124-0280  742 0.052890427 run-1
90 0 AP890624-0105  743 0.052890427 run-1
90 0 AP890710-0248  744 0.052890427 run-1
90 0 AP890715-0012  745 0.052890427 run-1
90 0 AP890728-0069  746 0.052890427 run-1
90 0 AP890728-0291  747 0.052890427 run-1
90 0 AP891219-0120  748 0.052890427 run-1
90 0 AP891226-0101  749 0.052890427 run-1
90 0 AP890329-0045  750 0.052890427 run-1
90 0 AP890329-0247  751 0.052890427 run-1
90 0 AP890407-0279  752 0.052890427 run-1
90 0 AP890421-0132  753 0.052890427 run-1
90 0 AP890518-0267  754 0.052890427 run-1
90 0 AP891009-0078  755 0.051929884 run-1
90 0 AP890523-0064  756 0.051929884 run-1
90 0 AP890106-0133  757 0.051929884 run-1
90 0 AP890526-0098  758 0.051929884 run-1
90 0 AP890606-0110  759 0.051929884 run-1
90 0 AP890606-0184  760 0.051929884 run-1
90 0 AP890122-0094  761 0.051929884 run-1
90 0 AP891101-0129  762 0.051929884 run-1
90 0 AP890127-0124  763 0.051929884 run-1
90 0 AP890130-0131  764 0.051929884 run-1
90 0 AP890131-0262  765 0.051929884 run-1
90 0 AP890131-0293  766 0.051929884 run-1
90 0 AP890204-0058  767 0.051929884 run-1
90 0 AP891117-0176  768 0.051929884 run-1
90 0 AP890210-0204  769 0.051929884 run-1
90 0 AP890211-0032  770 0.051929884 run-1
90 0 AP890214-0213  771 0.051929884 run-1
90 0 AP890221-0059  772 0.051929884 run-1
90 0 AP891206-0168  773 0.051929884 run-1
90 0 AP891206-0214  774 0.051929884 run-1
90 0 AP891209-0010  775 0.051929884 run-1
90 0 AP890721-0135  776 0.051929884 run-1
90 0 AP890302-0287  777 0.051929884 run-1
90 0 AP891223-0123  778 0.051929884 run-1
90 0 AP890814-0091  779 0.051929884 run-1
90 0 AP890405-0262  780 0.051929884 run-1
90 0 AP890418-0214  781 0.051929884 run-1
90 0 AP890423-0031  782 0.051929884 run-1
90 0 AP890428-0166  783 0.051929884 run-1
90 0 AP890922-0191  784 0.051929884 run-1
90 0 AP890505-0163  785 0.051929884 run-1
90 0 AP890519-0107  786 0.051929884 run-1
90 0 AP890103-0039  787 0.051811032 run-1
90 0 AP891018-0262  788 0.051811032 run-1
90 0 AP891019-0171  789 0.051811032 run-1
90 0 AP890112-0252  790 0.051811032 run-1
90 0 AP890117-0259  791 0.051811032 run-1
90 0 AP891031-0053  792 0.051811032 run-1
90 0 AP890202-0132  793 0.051811032 run-1
90 0 AP890625-0004  794 0.051811032 run-1
90 0 AP891115-0203  795 0.051811032 run-1
90 0 AP891120-0201  796 0.051811032 run-1
90 0 AP890707-0142  797 0.051811032 run-1
90 0 AP891204-0185  798 0.051811032 run-1
90 0 AP890227-0235  799 0.051811032 run-1
90 0 AP890307-0005  800 0.051811032 run-1
90 0 AP890727-0147  801 0.051811032 run-1
90 0 AP891228-0047  802 0.051811032 run-1
90 0 AP890320-0304  803 0.051811032 run-1
90 0 AP890813-0078  804 0.051811032 run-1
90 0 AP890330-0264  805 0.051811032 run-1
90 0 AP890823-0145  806 0.051811032 run-1
90 0 AP890410-0094  807 0.051811032 run-1
90 0 AP890421-0047  808 0.051811032 run-1
90 0 AP890914-0281  809 0.051811032 run-1
90 0 AP890915-0235  810 0.051811032 run-1
90 0 AP890916-0045  811 0.051811032 run-1
90 0 AP890427-0292  812 0.051811032 run-1
90 0 AP890917-0078  813 0.051811032 run-1
90 0 AP890925-0061  814 0.051811032 run-1
90 0 AP890511-0093  815 0.051811032 run-1
90 0 AP890512-0251  816 0.051811032 run-1
90 0 AP890403-0094  817 0.051753856 run-1
90 0 AP890530-0081  818 0.05129781 run-1
90 0 AP890630-0138  819 0.05129781 run-1
90 0 AP891122-0154  820 0.05129781 run-1
90 0 AP890227-0296  821 0.05129781 run-1
90 0 AP890723-0012  822 0.05129781 run-1
90 0 AP890728-0220  823 0.05129781 run-1
90 0 AP890317-0133  824 0.05129781 run-1
90 0 AP890330-0256  825 0.05129781 run-1
90 0 AP890411-0223  826 0.05129781 run-1
90 0 AP890306-0284  827 0.05111848 run-1
90 0 AP890921-0184  828 0.050316248 run-1
90 0 AP891016-0081  829 0.050271854 run-1
90 0 AP891020-0179  830 0.050271854 run-1
90 0 AP891101-0239  831 0.050271854 run-1
90 0 AP891101-0274  832 0.050271854 run-1
90 0 AP890615-0101  833 0.050271854 run-1
90 0 AP890703-0208  834 0.050271854 run-1
90 0 AP890215-0091  835 0.050271854 run-1
90 0 AP890712-0058  836 0.050271854 run-1
90 0 AP890302-0169  837 0.050271854 run-1
90 0 AP890422-0127  838 0.050271854 run-1
90 0 AP890511-0103  839 0.050271854 run-1
90 0 AP891005-0288  840 0.050271854 run-1
90 0 AP890107-0009  841 0.04969852 run-1
90 0 AP890615-0110  842 0.04969852 run-1
90 0 AP890627-0149  843 0.04969852 run-1
90 0 AP890809-0162  844 0.04969852 run-1
90 0 AP890816-0264  845 0.04969852 run-1
90 0 AP890824-0156  846 0.04969852 run-1
90 0 AP890425-0083  847 0.04969852 run-1
90 0 AP890505-0171  848 0.04969852 run-1
90 0 AP890926-0191  849 0.04969852 run-1
90 0 AP891003-0268  850 0.04969852 run-1
90 0 AP890519-0119  851 0.04969852 run-1
90 0 AP890519-0244  852 0.04947234 run-1
90 0 AP891107-0265  853 0.04947234 run-1
90 0 AP890629-0089  854 0.04947234 run-1
90 0 AP891222-0277  855 0.04947234 run-1
90 0 AP891229-0219  856 0.04947234 run-1
90 0 AP890819-0146  857 0.04947234 run-1
90 0 AP890408-0063  858 0.04947234 run-1
90 0 AP890417-0280  859 0.04947234 run-1
90 0 AP890606-0179  860 0.049245898 run-1
90 0 AP891030-0270  861 0.049245898 run-1
90 0 AP890614-0084  862 0.049245898 run-1
90 0 AP890614-0163  863 0.049245898 run-1
90 0 AP890620-0220  864 0.049245898 run-1
90 0 AP890221-0304  865 0.049245898 run-1
90 0 AP890329-0223  866 0.049245898 run-1
90 0 AP890818-0184  867 0.049245898 run-1
90 0 AP890414-0284  868 0.049245898 run-1
90 0 AP890104-0227  869 0.046640057 run-1
90 0 AP890217-0015  870 0.046640057 run-1
90 0 AP891128-0012  871 0.046640057 run-1
90 0 AP890411-0202  872 0.046640057 run-1
90 0 AP890412-0045  873 0.046640057 run-1
90 0 AP890910-0044  874 0.046640057 run-1
90 0 AP890525-0238  875 0.04616803 run-1
90 0 AP890603-0009  876 0.04616803 run-1
90 0 AP891031-0273  877 0.04616803 run-1
90 0 AP890221-0298  878 0.04616803 run-1
90 0 AP890713-0263  879 0.04616803 run-1
90 0 AP890407-0020  880 0.04616803 run-1
90 0 AP890523-0240  881 0.04605425 run-1
90 0 AP890523-0247  882 0.04605425 run-1
90 0 AP890105-0238  883 0.04605425 run-1
90 0 AP890110-0250  884 0.04605425 run-1
90 0 AP890112-0237  885 0.04605425 run-1
90 0 AP890603-0044  886 0.04605425 run-1
90 0 AP890607-0250  887 0.04605425 run-1
90 0 AP891027-0291  888 0.04605425 run-1
90 0 AP891104-0001  889 0.04605425 run-1
90 0 AP891106-0273  890 0.04605425 run-1
90 0 AP890131-0284  891 0.04605425 run-1
90 0 AP891108-0213  892 0.04605425 run-1
90 0 AP890621-0274  893 0.04605425 run-1
90 0 AP891109-0074  894 0.04605425 run-1
90 0 AP890625-0002  895 0.04605425 run-1
90 0 AP890626-0052  896 0.04605425 run-1
90 0 AP890204-0180  897 0.04605425 run-1
90 0 AP890205-0098  898 0.04605425 run-1
90 0 AP890206-0259  899 0.04605425 run-1
90 0 AP891120-0232  900 0.04605425 run-1
90 0 AP890704-0157  901 0.04605425 run-1
90 0 AP890708-0001  902 0.04605425 run-1
90 0 AP891127-0269  903 0.04605425 run-1
90 0 AP891128-0208  904 0.04605425 run-1
90 0 AP890712-0237  905 0.04605425 run-1
90 0 AP890223-0290  906 0.04605425 run-1
90 0 AP890227-0189  907 0.04605425 run-1
90 0 AP890720-0270  908 0.04605425 run-1
90 0 AP890722-0016  909 0.04605425 run-1
90 0 AP890303-0180  910 0.04605425 run-1
90 0 AP891219-0238  911 0.04605425 run-1
90 0 AP891220-0289  912 0.04605425 run-1
90 0 AP890313-0239  913 0.04605425 run-1
90 0 AP891221-0258  914 0.04605425 run-1
90 0 AP890802-0199  915 0.04605425 run-1
90 0 AP891226-0132  916 0.04605425 run-1
90 0 AP890808-0225  917 0.04605425 run-1
90 0 AP891229-0224  918 0.04605425 run-1
90 0 AP890328-0231  919 0.04605425 run-1
90 0 AP890823-0113  920 0.04605425 run-1
90 0 AP890823-0247  921 0.04605425 run-1
90 0 AP890407-0271  922 0.04605425 run-1
90 0 AP890826-0134  923 0.04605425 run-1
90 0 AP890408-0098  924 0.04605425 run-1
90 0 AP890408-0123  925 0.04605425 run-1
90 0 AP890414-0151  926 0.04605425 run-1
90 0 AP890414-0293  927 0.04605425 run-1
90 0 AP890905-0206  928 0.04605425 run-1
90 0 AP890905-0229  929 0.04605425 run-1
90 0 AP890906-0291  930 0.04605425 run-1
90 0 AP890914-0206  931 0.04605425 run-1
90 0 AP890427-0076  932 0.04605425 run-1
90 0 AP890916-0160  933 0.04605425 run-1
90 0 AP890429-0069  934 0.04605425 run-1
90 0 AP890918-0249  935 0.04605425 run-1
90 0 AP890502-0290  936 0.04605425 run-1
90 0 AP890503-0128  937 0.04605425 run-1
90 0 AP890922-0149  938 0.04605425 run-1
90 0 AP890504-0283  939 0.04605425 run-1
90 0 AP890927-0285  940 0.04605425 run-1
90 0 AP890511-0187  941 0.04605425 run-1
90 0 AP890511-0243  942 0.04605425 run-1
90 0 AP890511-0277  943 0.04605425 run-1
90 0 AP890513-0060  944 0.04605425 run-1
90 0 AP890513-0103  945 0.04605425 run-1
90 0 AP890515-0161  946 0.04605425 run-1
90 0 AP891005-0290  947 0.04605425 run-1
90 0 AP890518-0028  948 0.04605425 run-1
90 0 AP890518-0105  949 0.04605425 run-1
90 0 AP890214-0151  950 0.0456415 run-1
90 0 AP890215-0051  951 0.0456415 run-1
90 0 AP890424-0172  952 0.0456415 run-1
90 0 AP890330-0158  953 0.04538432 run-1
90 0 AP890821-0034  954 0.04538432 run-1
90 0 AP890918-0062  955 0.04538432 run-1
90 0 AP890520-0074  956 0.045334652 run-1
90 0 AP890105-0239  957 0.045334652 run-1
90 0 AP890110-0090  958 0.045334652 run-1
90 0 AP890116-0100  959 0.045334652 run-1
90 0 AP890606-0203  960 0.045334652 run-1
90 0 AP890119-0172  961 0.045334652 run-1
90 0 AP891026-0209  962 0.045334652 run-1
90 0 AP890621-0224  963 0.045334652 run-1
90 0 AP890624-0012  964 0.045334652 run-1
90 0 AP890715-0127  965 0.045334652 run-1
90 0 AP891218-0041  966 0.045334652 run-1
90 0 AP891228-0073  967 0.045334652 run-1
90 0 AP891228-0189  968 0.045334652 run-1
90 0 AP890808-0190  969 0.045334652 run-1
90 0 AP890330-0229  970 0.045334652 run-1
90 0 AP890405-0162  971 0.045334652 run-1
90 0 AP890419-0030  972 0.045334652 run-1
90 0 AP890423-0042  973 0.045334652 run-1
90 0 AP890510-0059  974 0.045334652 run-1
90 0 AP890510-0270  975 0.045334652 run-1
90 0 AP890515-0212  976 0.045334652 run-1
90 0 AP890628-0108  977 0.044974856 run-1
90 0 AP890208-0260  978 0.044974856 run-1
90 0 AP891124-0208  979 0.044974856 run-1
90 0 AP890329-0148  980 0.044974856 run-1
90 0 AP890404-0258  981 0.044974856 run-1
90 0 AP890406-0246  982 0.044974856 run-1
90 0 AP890410-0055  983 0.044974856 run-1
90 0 AP890416-0080  984 0.044974856 run-1
90 0 AP890905-0221  985 0.044974856 run-1
90 0 AP890425-0217  986 0.044974856 run-1
90 0 AP890915-0064  987 0.044974856 run-1
90 0 AP890430-0052  988 0.044974856 run-1
90 0 AP890921-0263  989 0.044974856 run-1
90 0 AP890509-0253  990 0.044974856 run-1
90 0 AP890510-0184  991 0.044974856 run-1
90 0 AP890516-0224  992 0.044974856 run-1
90 0 AP890127-0260  993 0.044885583 run-1
90 0 AP891017-0085  994 0.04410646 run-1
90 0 AP891019-0321  995 0.04410646 run-1
90 0 AP890201-0215  996 0.04410646 run-1
90 0 AP890627-0031  997 0.04410646 run-1
90 0 AP890710-0029  998 0.04410646 run-1
90 0 AP891225-0045  999 0.04410646 run-1
90 0 AP890411-0109  1000 0.04410646 run-1
91 0 AP890519-0240  1 0.18191251 run-1
91 0 AP890316-0289  2 0.16688985 run-1
91 0 AP890123-0298  3 0.16355206 run-1
91 0 AP890802-0298  4 0.16355206 run-1
91 0 AP890315-0008  5 0.16254766 run-1
91 0 AP890320-0164  6 0.16254766 run-1
91 0 AP890813-0090  7 0.15986252 run-1
91 0 AP890814-0205  8 0.15986252 run-1
91 0 AP890926-0268  9 0.15986252 run-1
91 0 AP890116-0236  10 0.15866111 run-1
91 0 AP890112-0041  11 0.15801188 run-1
91 0 AP890620-0245  12 0.14602862 run-1
91 0 AP890731-0245  13 0.14602862 run-1
91 0 AP890124-0271  14 0.13967626 run-1
91 0 AP890207-0250  15 0.13967626 run-1
91 0 AP890526-0243  16 0.13967626 run-1
91 0 AP890808-0216  17 0.13967626 run-1
91 0 AP891003-0252  18 0.13967626 run-1
91 0 AP891220-0038  19 0.13781251 run-1
91 0 AP890808-0014  20 0.13351189 run-1
91 0 AP890606-0077  21 0.13167657 run-1
91 0 AP890911-0147  22 0.12875043 run-1
91 0 AP890702-0035  23 0.12801889 run-1
91 0 AP890924-0001  24 0.12801889 run-1
91 0 AP891130-0047  25 0.12699036 run-1
91 0 AP890922-0110  26 0.12699036 run-1
91 0 AP891030-0116  27 0.12509274 run-1
91 0 AP890307-0160  28 0.12509274 run-1
91 0 AP890325-0111  29 0.12191075 run-1
91 0 AP890926-0108  30 0.118874684 run-1
91 0 AP890926-0101  31 0.11704584 run-1
91 0 AP890413-0272  32 0.11656734 run-1
91 0 AP890811-0235  33 0.11656734 run-1
91 0 AP890314-0157  34 0.11649719 run-1
91 0 AP890314-0208  35 0.114302576 run-1
91 0 AP890615-0048  36 0.114291325 run-1
91 0 AP890114-0096  37 0.11111657 run-1
91 0 AP890410-0136  38 0.11111657 run-1
91 0 AP890604-0006  39 0.11111657 run-1
91 0 AP890814-0080  40 0.11025001 run-1
91 0 AP890109-0132  41 0.109730475 run-1
91 0 AP891031-0077  42 0.109730475 run-1
91 0 AP890322-0167  43 0.109730475 run-1
91 0 AP890418-0075  44 0.109730475 run-1
91 0 AP890928-0308  45 0.10793273 run-1
91 0 AP891107-0170  46 0.10753587 run-1
91 0 AP890315-0022  47 0.10753587 run-1
91 0 AP890418-0238  48 0.10753587 run-1
91 0 AP890325-0027  49 0.106809504 run-1
91 0 AP890830-0263  50 0.106809504 run-1
91 0 AP891208-0260  51 0.105774075 run-1
91 0 AP890601-0337  52 0.105774075 run-1
91 0 AP891009-0095  53 0.105341256 run-1
91 0 AP890108-0013  54 0.105341256 run-1
91 0 AP890306-0112  55 0.105341256 run-1
91 0 AP891223-0100  56 0.105341256 run-1
91 0 AP891226-0008  57 0.105341256 run-1
91 0 AP890405-0117  58 0.105341256 run-1
91 0 AP890831-0188  59 0.105341256 run-1
91 0 AP890108-0063  60 0.10515837 run-1
91 0 AP890501-0260  61 0.104306154 run-1
91 0 AP890117-0024  62 0.100586265 run-1
91 0 AP890106-0049  63 0.09875743 run-1
91 0 AP890104-0115  64 0.09857454 run-1
91 0 AP890926-0191  65 0.09857454 run-1
91 0 AP890208-0314  66 0.09763056 run-1
91 0 AP890908-0176  67 0.0969974 run-1
91 0 AP890125-0002  68 0.095242776 run-1
91 0 AP890906-0259  69 0.09505745 run-1
91 0 AP890104-0127  70 0.09363667 run-1
91 0 AP890301-0142  71 0.09363667 run-1
91 0 AP890924-0067  72 0.09363667 run-1
91 0 AP890425-0284  73 0.09345832 run-1
91 0 AP890518-0149  74 0.09345832 run-1
91 0 AP891013-0104  75 0.093337916 run-1
91 0 AP890509-0190  76 0.093337916 run-1
91 0 AP890613-0073  77 0.093337916 run-1
91 0 AP891005-0082  78 0.093337916 run-1
91 0 AP890110-0199  79 0.0921736 run-1
91 0 AP891018-0055  80 0.0921736 run-1
91 0 AP891116-0217  81 0.09199803 run-1
91 0 AP890111-0208  82 0.09144206 run-1
91 0 AP891202-0124  83 0.09144206 run-1
91 0 AP890307-0059  84 0.09144206 run-1
91 0 AP890316-0001  85 0.09144206 run-1
91 0 AP890522-0207  86 0.09144206 run-1
91 0 AP890830-0151  87 0.09144206 run-1
91 0 AP890926-0107  88 0.09144206 run-1
91 0 AP891006-0159  89 0.09144206 run-1
91 0 AP891109-0216  90 0.09143306 run-1
91 0 AP891110-0085  91 0.09143306 run-1
91 0 AP890210-0263  92 0.09143306 run-1
91 0 AP890313-0006  93 0.09143306 run-1
91 0 AP890413-0224  94 0.09143306 run-1
91 0 AP890608-0110  95 0.09143306 run-1
91 0 AP890703-0188  96 0.09143306 run-1
91 0 AP890118-0101  97 0.09012052 run-1
91 0 AP891102-0164  98 0.09012052 run-1
91 0 AP890209-0218  99 0.09012052 run-1
91 0 AP890614-0220  100 0.09012052 run-1
91 0 AP890906-0133  101 0.09012052 run-1
91 0 AP891017-0029  102 0.08961322 run-1
91 0 AP890405-0131  103 0.08961322 run-1
91 0 AP890727-0025  104 0.08961322 run-1
91 0 AP890119-0139  105 0.08820001 run-1
91 0 AP890326-0080  106 0.08820001 run-1
91 0 AP890606-0142  107 0.08820001 run-1
91 0 AP890706-0148  108 0.08820001 run-1
91 0 AP890707-0203  109 0.08820001 run-1
91 0 AP890725-0201  110 0.08820001 run-1
91 0 AP890802-0192  111 0.08820001 run-1
91 0 AP890109-0150  112 0.08686996 run-1
91 0 AP890315-0152  113 0.08686996 run-1
91 0 AP890926-0024  114 0.08686996 run-1
91 0 AP891004-0186  115 0.086821884 run-1
91 0 AP890112-0028  116 0.085589774 run-1
91 0 AP890315-0081  117 0.085589774 run-1
91 0 AP891206-0011  118 0.085559756 run-1
91 0 AP890123-0090  119 0.08441016 run-1
91 0 AP891208-0174  120 0.08441016 run-1
91 0 AP890707-0166  121 0.08344492 run-1
91 0 AP890830-0101  122 0.08344492 run-1
91 0 AP891221-0083  123 0.083337426 run-1
91 0 AP891017-0183  124 0.082297854 run-1
91 0 AP890926-0164  125 0.082297854 run-1
91 0 AP890927-0034  126 0.082297854 run-1
91 0 AP890210-0038  127 0.08193209 run-1
91 0 AP890311-0107  128 0.08193209 run-1
91 0 AP890325-0019  129 0.08193209 run-1
91 0 AP890412-0182  130 0.08193209 run-1
91 0 AP890511-0170  131 0.08193209 run-1
91 0 AP890728-0057  132 0.08193209 run-1
91 0 AP890907-0105  133 0.08193209 run-1
91 0 AP890922-0229  134 0.08193209 run-1
91 0 AP890217-0187  135 0.08177603 run-1
91 0 AP890228-0244  136 0.08177603 run-1
91 0 AP890619-0288  137 0.08177603 run-1
91 0 AP890810-0091  138 0.08177603 run-1
91 0 AP890110-0119  139 0.08127383 run-1
91 0 AP890111-0054  140 0.08127383 run-1
91 0 AP890120-0061  141 0.08127383 run-1
91 0 AP891122-0157  142 0.08127383 run-1
91 0 AP891223-0001  143 0.08127383 run-1
91 0 AP890322-0180  144 0.08127383 run-1
91 0 AP890618-0015  145 0.08127383 run-1
91 0 AP890906-0158  146 0.08127383 run-1
91 0 AP890823-0248  147 0.080949545 run-1
91 0 AP890911-0248  148 0.080949545 run-1
91 0 AP890119-0164  149 0.0806519 run-1
91 0 AP891026-0186  150 0.0806519 run-1
91 0 AP890210-0044  151 0.0806519 run-1
91 0 AP890914-0131  152 0.0806519 run-1
91 0 AP890205-0094  153 0.08010713 run-1
91 0 AP890206-0235  154 0.08010713 run-1
91 0 AP890817-0185  155 0.08010713 run-1
91 0 AP891130-0135  156 0.08000393 run-1
91 0 AP891009-0117  157 0.07936898 run-1
91 0 AP891209-0091  158 0.07936898 run-1
91 0 AP890322-0125  159 0.07936898 run-1
91 0 AP890518-0106  160 0.07936898 run-1
91 0 AP890824-0025  161 0.07936898 run-1
91 0 AP891023-0149  162 0.07900594 run-1
91 0 AP891029-0026  163 0.07900594 run-1
91 0 AP890203-0106  164 0.07900594 run-1
91 0 AP890212-0007  165 0.07900594 run-1
91 0 AP890524-0041  166 0.07900594 run-1
91 0 AP890528-0051  167 0.07900594 run-1
91 0 AP890628-0016  168 0.07900594 run-1
91 0 AP890705-0097  169 0.07900594 run-1
91 0 AP890707-0060  170 0.07900594 run-1
91 0 AP890707-0162  171 0.07900594 run-1
91 0 AP891005-0209  172 0.07900594 run-1
91 0 AP890107-0073  173 0.07772575 run-1
91 0 AP891016-0143  174 0.07772575 run-1
91 0 AP890924-0002  175 0.07772575 run-1
