51 0 AP890908-0122  1 0.21424866 myalgo-run-1
100 0 AP890523-0222  252 0.055914287 myalgo-run-1
100 0 AP890418-0015  253 0.055783924 myalgo-run-1
100 0 AP890111-0114  254 0.055522747 myalgo-run-1
100 0 AP891128-0154  255 0.055522747 myalgo-run-1
100 0 AP891213-0152  256 0.055522747 myalgo-run-1
100 0 AP890325-0006  257 0.055522747 myalgo-run-1
100 0 AP890103-0156  258 0.055330932 myalgo-run-1
100 0 AP890723-0041  259 0.055070203 myalgo-run-1
100 0 AP891008-0057  260 0.055070203 myalgo-run-1
100 0 AP890203-0249  261 0.055040624 myalgo-run-1
100 0 AP891128-0104  262 0.055040624 myalgo-run-1
100 0 AP890623-0217  263 0.055040624 myalgo-run-1
100 0 AP890102-0067  264 0.054837283 myalgo-run-1
100 0 AP890112-0080  265 0.054837283 myalgo-run-1
100 0 AP891024-0096  266 0.054837283 myalgo-run-1
100 0 AP890123-0049  267 0.054837283 myalgo-run-1
100 0 AP891106-0084  268 0.054837283 myalgo-run-1
100 0 AP890216-0115  269 0.054837283 myalgo-run-1
100 0 AP890302-0228  270 0.054837283 myalgo-run-1
100 0 AP890320-0149  271 0.054837283 myalgo-run-1
100 0 AP890401-0088  272 0.054837283 myalgo-run-1
100 0 AP890512-0147  273 0.054837283 myalgo-run-1
100 0 AP890602-0007  274 0.054837283 myalgo-run-1
100 0 AP890614-0238  275 0.054837283 myalgo-run-1
100 0 AP890716-0053  276 0.054837283 myalgo-run-1
100 0 AP890913-0135  277 0.054837283 myalgo-run-1
100 0 AP890505-0010  278 0.054603793 myalgo-run-1
100 0 AP890302-0003  279 0.053956363 myalgo-run-1
100 0 AP890424-0119  280 0.053956363 myalgo-run-1
100 0 AP890106-0132  281 0.053304646 myalgo-run-1
100 0 AP890224-0095  282 0.053304646 myalgo-run-1
100 0 AP891228-0171  283 0.053304646 myalgo-run-1
100 0 AP890823-0124  284 0.053304646 myalgo-run-1
100 0 AP891011-0211  285 0.052618854 myalgo-run-1
100 0 AP891012-0060  286 0.052618854 myalgo-run-1
100 0 AP890111-0121  287 0.052618854 myalgo-run-1
100 0 AP890126-0180  288 0.052618854 myalgo-run-1
100 0 AP891204-0177  289 0.052618854 myalgo-run-1
100 0 AP891214-0041  290 0.052618854 myalgo-run-1
100 0 AP890511-0135  291 0.052618854 myalgo-run-1
100 0 AP890123-0179  292 0.052238554 myalgo-run-1
100 0 AP890125-0247  293 0.052238554 myalgo-run-1
100 0 AP890204-0122  294 0.052238554 myalgo-run-1
100 0 AP891121-0094  295 0.052238554 myalgo-run-1
100 0 AP891212-0059  296 0.052238554 myalgo-run-1
100 0 AP890404-0259  297 0.052238554 myalgo-run-1
100 0 AP890808-0231  298 0.0522072 myalgo-run-1
100 0 AP890609-0209  299 0.052180223 myalgo-run-1
100 0 AP890206-0114  300 0.052019667 myalgo-run-1
100 0 AP891219-0052  301 0.052019667 myalgo-run-1
100 0 AP890505-0289  302 0.05186408 myalgo-run-1
100 0 AP891014-0038  303 0.051566478 myalgo-run-1
100 0 AP891102-0262  304 0.051566478 myalgo-run-1
100 0 AP890208-0154  305 0.051566478 myalgo-run-1
100 0 AP890209-0211  306 0.051566478 myalgo-run-1
100 0 AP890210-0144  307 0.051566478 myalgo-run-1
100 0 AP890316-0096  308 0.051566478 myalgo-run-1
100 0 AP890410-0061  309 0.051566478 myalgo-run-1
100 0 AP890728-0093  310 0.051566478 myalgo-run-1
100 0 AP891002-0178  311 0.051566478 myalgo-run-1
100 0 AP891031-0077  312 0.051409952 myalgo-run-1
100 0 AP891121-0163  313 0.051409952 myalgo-run-1
100 0 AP890224-0078  314 0.051409952 myalgo-run-1
100 0 AP891215-0221  315 0.051409952 myalgo-run-1
100 0 AP890322-0128  316 0.051409952 myalgo-run-1
100 0 AP890411-0066  317 0.051409952 myalgo-run-1
100 0 AP890504-0112  318 0.051409952 myalgo-run-1
100 0 AP890711-0001  319 0.051409952 myalgo-run-1
100 0 AP890718-0243  320 0.051409952 myalgo-run-1
100 0 AP890807-0047  321 0.051409952 myalgo-run-1
100 0 AP891004-0215  322 0.051409952 myalgo-run-1
100 0 AP890105-0152  323 0.05137745 myalgo-run-1
100 0 AP891105-0079  324 0.05137745 myalgo-run-1
100 0 AP891107-0171  325 0.05137745 myalgo-run-1
100 0 AP890311-0124  326 0.05137745 myalgo-run-1
100 0 AP891222-0082  327 0.05137745 myalgo-run-1
100 0 AP891227-0104  328 0.05137745 myalgo-run-1
100 0 AP890624-0134  329 0.05137745 myalgo-run-1
100 0 AP890627-0136  330 0.05137745 myalgo-run-1
100 0 AP890724-0149  331 0.05137745 myalgo-run-1
100 0 AP890820-0054  332 0.05137745 myalgo-run-1
100 0 AP890916-0123  333 0.05137745 myalgo-run-1
100 0 AP891003-0012  334 0.05137745 myalgo-run-1
100 0 AP890210-0196  335 0.051253542 myalgo-run-1
100 0 AP891205-0002  336 0.051253542 myalgo-run-1
100 0 AP890226-0069  337 0.051253542 myalgo-run-1
100 0 AP890228-0046  338 0.051253542 myalgo-run-1
100 0 AP890404-0203  339 0.051253542 myalgo-run-1
100 0 AP890527-0057  340 0.051253542 myalgo-run-1
100 0 AP890708-0055  341 0.051253542 myalgo-run-1
100 0 AP890718-0028  342 0.051253542 myalgo-run-1
100 0 AP890922-0191  343 0.051253542 myalgo-run-1
100 0 AP890926-0033  344 0.051253542 myalgo-run-1
100 0 AP890117-0276  345 0.05117246 myalgo-run-1
100 0 AP891026-0280  346 0.05117246 myalgo-run-1
100 0 AP891213-0034  347 0.05117246 myalgo-run-1
100 0 AP890523-0150  348 0.05117246 myalgo-run-1
100 0 AP890308-0230  349 0.05107025 myalgo-run-1
100 0 AP891002-0194  350 0.05107025 myalgo-run-1
100 0 AP891115-0005  351 0.05104631 myalgo-run-1
100 0 AP890626-0284  352 0.05104631 myalgo-run-1
100 0 AP890724-0251  353 0.05104631 myalgo-run-1
100 0 AP890325-0010  354 0.0508268 myalgo-run-1
100 0 AP890513-0112  355 0.0508268 myalgo-run-1
100 0 AP890515-0076  356 0.0508268 myalgo-run-1
100 0 AP890801-0223  357 0.0508268 myalgo-run-1
100 0 AP890807-0122  358 0.050452705 myalgo-run-1
100 0 AP890203-0144  359 0.050381754 myalgo-run-1
100 0 AP891113-0082  360 0.050381754 myalgo-run-1
100 0 AP890212-0075  361 0.050381754 myalgo-run-1
100 0 AP891201-0085  362 0.050381754 myalgo-run-1
100 0 AP891204-0164  363 0.050381754 myalgo-run-1
100 0 AP891213-0036  364 0.050381754 myalgo-run-1
100 0 AP890509-0229  365 0.050381754 myalgo-run-1
100 0 AP890727-0237  366 0.050381754 myalgo-run-1
100 0 AP890925-0105  367 0.050381754 myalgo-run-1
100 0 AP890203-0225  368 0.05033549 myalgo-run-1
100 0 AP890419-0252  369 0.05033549 myalgo-run-1
100 0 AP890420-0230  370 0.05033549 myalgo-run-1
100 0 AP890908-0010  371 0.05033549 myalgo-run-1
100 0 AP891223-0101  372 0.050052285 myalgo-run-1
100 0 AP890410-0085  373 0.050052285 myalgo-run-1
100 0 AP890618-0047  374 0.050052285 myalgo-run-1
100 0 AP890710-0126  375 0.050052285 myalgo-run-1
100 0 AP890112-0020  376 0.050028 myalgo-run-1
100 0 AP891020-0112  377 0.050028 myalgo-run-1
100 0 AP891229-0011  378 0.050028 myalgo-run-1
100 0 AP891229-0163  379 0.050028 myalgo-run-1
100 0 AP891230-0111  380 0.050028 myalgo-run-1
100 0 AP890527-0014  381 0.050028 myalgo-run-1
100 0 AP890527-0090  382 0.050028 myalgo-run-1
100 0 AP890528-0019  383 0.050028 myalgo-run-1
100 0 AP890610-0116  384 0.050028 myalgo-run-1
100 0 AP890727-0103  385 0.050028 myalgo-run-1
100 0 AP890810-0234  386 0.050028 myalgo-run-1
100 0 AP890925-0089  387 0.050028 myalgo-run-1
100 0 AP891002-0204  388 0.050028 myalgo-run-1
100 0 AP890124-0150  389 0.049789514 myalgo-run-1
100 0 AP890221-0314  390 0.049789514 myalgo-run-1
100 0 AP891206-0073  391 0.049789514 myalgo-run-1
100 0 AP891210-0009  392 0.049789514 myalgo-run-1
100 0 AP891222-0078  393 0.049789514 myalgo-run-1
100 0 AP890412-0123  394 0.049789514 myalgo-run-1
100 0 AP890413-0186  395 0.049789514 myalgo-run-1
100 0 AP890803-0220  396 0.049789514 myalgo-run-1
100 0 AP890110-0137  397 0.049353555 myalgo-run-1
100 0 AP890112-0124  398 0.049353555 myalgo-run-1
100 0 AP890113-0072  399 0.049353555 myalgo-run-1
100 0 AP891102-0032  400 0.049353555 myalgo-run-1
100 0 AP891102-0249  401 0.049353555 myalgo-run-1
100 0 AP891107-0211  402 0.049353555 myalgo-run-1
100 0 AP891128-0026  403 0.049353555 myalgo-run-1
100 0 AP891201-0086  404 0.049353555 myalgo-run-1
100 0 AP891201-0103  405 0.049353555 myalgo-run-1
100 0 AP890310-0128  406 0.049353555 myalgo-run-1
100 0 AP890312-0011  407 0.049353555 myalgo-run-1
100 0 AP890528-0037  408 0.049353555 myalgo-run-1
100 0 AP890619-0131  409 0.049353555 myalgo-run-1
100 0 AP890622-0114  410 0.049353555 myalgo-run-1
100 0 AP890808-0022  411 0.049353555 myalgo-run-1
100 0 AP891215-0270  412 0.049143415 myalgo-run-1
100 0 AP891029-0043  413 0.048812747 myalgo-run-1
100 0 AP890417-0271  414 0.048812747 myalgo-run-1
100 0 AP890613-0272  415 0.048812747 myalgo-run-1
100 0 AP890106-0134  416 0.04816636 myalgo-run-1
100 0 AP890111-0167  417 0.04816636 myalgo-run-1
100 0 AP891027-0172  418 0.04816636 myalgo-run-1
100 0 AP891107-0094  419 0.04816636 myalgo-run-1
100 0 AP891111-0061  420 0.04816636 myalgo-run-1
100 0 AP891115-0202  421 0.04816636 myalgo-run-1
100 0 AP891117-0068  422 0.04816636 myalgo-run-1
100 0 AP891123-0118  423 0.04816636 myalgo-run-1
100 0 AP891125-0125  424 0.04816636 myalgo-run-1
100 0 AP891126-0071  425 0.04816636 myalgo-run-1
100 0 AP891203-0035  426 0.04816636 myalgo-run-1
100 0 AP891208-0086  427 0.04816636 myalgo-run-1
100 0 AP891209-0092  428 0.04816636 myalgo-run-1
100 0 AP891215-0196  429 0.04816636 myalgo-run-1
100 0 AP891221-0140  430 0.04816636 myalgo-run-1
100 0 AP891222-0084  431 0.04816636 myalgo-run-1
100 0 AP890314-0152  432 0.04816636 myalgo-run-1
100 0 AP890320-0085  433 0.04816636 myalgo-run-1
100 0 AP890326-0011  434 0.04816636 myalgo-run-1
100 0 AP890410-0123  435 0.04816636 myalgo-run-1
100 0 AP890824-0109  436 0.04816636 myalgo-run-1
100 0 AP890825-0127  437 0.04816636 myalgo-run-1
100 0 AP890831-0081  438 0.04816636 myalgo-run-1
100 0 AP890109-0126  439 0.04797808 myalgo-run-1
100 0 AP890325-0118  440 0.04797808 myalgo-run-1
100 0 AP890627-0061  441 0.04797808 myalgo-run-1
100 0 AP890106-0119  442 0.04797418 myalgo-run-1
100 0 AP890629-0212  443 0.04797418 myalgo-run-1
100 0 AP890227-0296  444 0.047855917 myalgo-run-1
100 0 AP890122-0014  445 0.04781657 myalgo-run-1
100 0 AP890204-0012  446 0.04781657 myalgo-run-1
100 0 AP890504-0034  447 0.04781657 myalgo-run-1
100 0 AP890612-0147  448 0.04781657 myalgo-run-1
100 0 AP890710-0168  449 0.04781657 myalgo-run-1
100 0 AP890821-0246  450 0.04781657 myalgo-run-1
100 0 AP890928-0294  451 0.04781657 myalgo-run-1
100 0 AP890928-0297  452 0.04781657 myalgo-run-1
100 0 AP891106-0122  453 0.04735697 myalgo-run-1
100 0 AP890920-0031  454 0.04735697 myalgo-run-1
100 0 AP890926-0023  455 0.04735697 myalgo-run-1
100 0 AP890118-0327  456 0.047330983 myalgo-run-1
100 0 AP890803-0098  457 0.047330983 myalgo-run-1
100 0 AP890906-0144  458 0.047330983 myalgo-run-1
100 0 AP890908-0020  459 0.047330983 myalgo-run-1
100 0 AP891023-0092  460 0.04720303 myalgo-run-1
100 0 AP891123-0054  461 0.04720303 myalgo-run-1
100 0 AP891124-0145  462 0.04720303 myalgo-run-1
100 0 AP891126-0008  463 0.04720303 myalgo-run-1
100 0 AP891212-0044  464 0.04720303 myalgo-run-1
100 0 AP891218-0100  465 0.04720303 myalgo-run-1
100 0 AP890309-0193  466 0.04720303 myalgo-run-1
100 0 AP891222-0126  467 0.04720303 myalgo-run-1
100 0 AP890327-0139  468 0.04720303 myalgo-run-1
100 0 AP890505-0095  469 0.04720303 myalgo-run-1
100 0 AP890521-0088  470 0.04720303 myalgo-run-1
100 0 AP890531-0051  471 0.04720303 myalgo-run-1
100 0 AP890531-0056  472 0.04720303 myalgo-run-1
100 0 AP890809-0152  473 0.04720303 myalgo-run-1
100 0 AP890820-0055  474 0.04720303 myalgo-run-1
100 0 AP890902-0135  475 0.04720303 myalgo-run-1
100 0 AP890104-0248  476 0.04717768 myalgo-run-1
100 0 AP891128-0060  477 0.04717768 myalgo-run-1
100 0 AP890630-0196  478 0.04717768 myalgo-run-1
100 0 AP890725-0113  479 0.04717768 myalgo-run-1
100 0 AP890802-0149  480 0.04717768 myalgo-run-1
100 0 AP890805-0086  481 0.04717768 myalgo-run-1
100 0 AP890111-0155  482 0.04701852 myalgo-run-1
100 0 AP891019-0207  483 0.04701852 myalgo-run-1
100 0 AP890319-0014  484 0.04701852 myalgo-run-1
100 0 AP890329-0038  485 0.04701852 myalgo-run-1
100 0 AP890508-0126  486 0.04701852 myalgo-run-1
100 0 AP890514-0017  487 0.04701852 myalgo-run-1
100 0 AP890525-0072  488 0.04701852 myalgo-run-1
100 0 AP890623-0257  489 0.04701852 myalgo-run-1
100 0 AP890703-0081  490 0.04701852 myalgo-run-1
100 0 AP890715-0085  491 0.04701852 myalgo-run-1
100 0 AP890707-0020  492 0.04698648 myalgo-run-1
100 0 AP890722-0040  493 0.04698648 myalgo-run-1
100 0 AP890301-0238  494 0.0468988 myalgo-run-1
100 0 AP890417-0263  495 0.0468988 myalgo-run-1
100 0 AP890808-0032  496 0.046848938 myalgo-run-1
100 0 AP890411-0133  497 0.04667767 myalgo-run-1
100 0 AP890502-0083  498 0.04667767 myalgo-run-1
100 0 AP890119-0213  499 0.046322223 myalgo-run-1
100 0 AP891109-0232  500 0.046322223 myalgo-run-1
100 0 AP891222-0106  501 0.046322223 myalgo-run-1
100 0 AP890330-0115  502 0.046322223 myalgo-run-1
100 0 AP890624-0074  503 0.046322223 myalgo-run-1
100 0 AP890807-0014  504 0.046322223 myalgo-run-1
100 0 AP890824-0238  505 0.046322223 myalgo-run-1
100 0 AP891005-0229  506 0.046322223 myalgo-run-1
100 0 AP890120-0033  507 0.046239704 myalgo-run-1
100 0 AP890122-0021  508 0.046239704 myalgo-run-1
100 0 AP891107-0039  509 0.046239704 myalgo-run-1
100 0 AP891108-0232  510 0.046239704 myalgo-run-1
100 0 AP891113-0162  511 0.046239704 myalgo-run-1
100 0 AP891116-0236  512 0.046239704 myalgo-run-1
100 0 AP891118-0128  513 0.046239704 myalgo-run-1
100 0 AP891123-0070  514 0.046239704 myalgo-run-1
100 0 AP891126-0077  515 0.046239704 myalgo-run-1
100 0 AP890224-0047  516 0.046239704 myalgo-run-1
100 0 AP891204-0011  517 0.046239704 myalgo-run-1
100 0 AP891209-0093  518 0.046239704 myalgo-run-1
100 0 AP890310-0173  519 0.046239704 myalgo-run-1
100 0 AP891221-0095  520 0.046239704 myalgo-run-1
100 0 AP891226-0050  521 0.046239704 myalgo-run-1
100 0 AP890323-0005  522 0.046239704 myalgo-run-1
100 0 AP890410-0048  523 0.046239704 myalgo-run-1
100 0 AP890410-0155  524 0.046239704 myalgo-run-1
100 0 AP890413-0173  525 0.046239704 myalgo-run-1
100 0 AP890423-0066  526 0.046239704 myalgo-run-1
100 0 AP890504-0009  527 0.046239704 myalgo-run-1
100 0 AP890505-0158  528 0.046239704 myalgo-run-1
100 0 AP890506-0134  529 0.046239704 myalgo-run-1
100 0 AP890526-0094  530 0.046239704 myalgo-run-1
100 0 AP890526-0095  531 0.046239704 myalgo-run-1
100 0 AP890608-0179  532 0.046239704 myalgo-run-1
100 0 AP890614-0090  533 0.046239704 myalgo-run-1
100 0 AP890624-0097  534 0.046239704 myalgo-run-1
100 0 AP890701-0084  535 0.046239704 myalgo-run-1
100 0 AP890719-0097  536 0.046239704 myalgo-run-1
100 0 AP890719-0135  537 0.046239704 myalgo-run-1
100 0 AP890804-0003  538 0.046239704 myalgo-run-1
100 0 AP890805-0044  539 0.046239704 myalgo-run-1
100 0 AP890819-0112  540 0.046239704 myalgo-run-1
100 0 AP890904-0078  541 0.046239704 myalgo-run-1
100 0 AP890905-0068  542 0.046239704 myalgo-run-1
100 0 AP890909-0112  543 0.046239704 myalgo-run-1
100 0 AP890508-0291  544 0.046041496 myalgo-run-1
100 0 AP890126-0080  545 0.04594168 myalgo-run-1
100 0 AP891129-0298  546 0.04594168 myalgo-run-1
100 0 AP891210-0062  547 0.04594168 myalgo-run-1
100 0 AP890330-0259  548 0.04594168 myalgo-run-1
100 0 AP890411-0221  549 0.04594168 myalgo-run-1
100 0 AP890725-0267  550 0.04594168 myalgo-run-1
100 0 AP890508-0035  551 0.045858998 myalgo-run-1
100 0 AP891213-0217  552 0.04555687 myalgo-run-1
100 0 AP890414-0058  553 0.04555687 myalgo-run-1
100 0 AP890112-0014  554 0.045395777 myalgo-run-1
100 0 AP891031-0095  555 0.045395777 myalgo-run-1
100 0 AP891216-0107  556 0.045395777 myalgo-run-1
100 0 AP891219-0144  557 0.045395777 myalgo-run-1
100 0 AP890504-0140  558 0.045395777 myalgo-run-1
100 0 AP890707-0232  559 0.045395777 myalgo-run-1
100 0 AP890802-0259  560 0.045395777 myalgo-run-1
100 0 AP890905-0112  561 0.045395777 myalgo-run-1
100 0 AP891024-0068  562 0.045120668 myalgo-run-1
100 0 AP891222-0044  563 0.045120668 myalgo-run-1
100 0 AP890914-0048  564 0.045120668 myalgo-run-1
100 0 AP890105-0165  565 0.044846848 myalgo-run-1
100 0 AP891017-0171  566 0.044846848 myalgo-run-1
100 0 AP890323-0215  567 0.044846848 myalgo-run-1
100 0 AP890923-0045  568 0.044846848 myalgo-run-1
100 0 AP890929-0089  569 0.044846848 myalgo-run-1
100 0 AP890127-0195  570 0.04474266 myalgo-run-1
100 0 AP890210-0249  571 0.04474266 myalgo-run-1
100 0 AP891002-0193  572 0.04474266 myalgo-run-1
100 0 AP891031-0053  573 0.044627137 myalgo-run-1
100 0 AP890618-0075  574 0.044627137 myalgo-run-1
100 0 AP890826-0061  575 0.044627137 myalgo-run-1
100 0 AP890120-0035  576 0.044469334 myalgo-run-1
100 0 AP890409-0001  577 0.044469334 myalgo-run-1
100 0 AP890425-0306  578 0.044469334 myalgo-run-1
100 0 AP891210-0010  579 0.044152495 myalgo-run-1
100 0 AP891214-0118  580 0.044152495 myalgo-run-1
100 0 AP891216-0114  581 0.044152495 myalgo-run-1
100 0 AP890705-0119  582 0.044152495 myalgo-run-1
100 0 AP890818-0089  583 0.044152495 myalgo-run-1
100 0 AP890824-0142  584 0.044152495 myalgo-run-1
100 0 AP891007-0112  585 0.044152495 myalgo-run-1
100 0 AP890111-0268  586 0.044146117 myalgo-run-1
100 0 AP890425-0043  587 0.044146117 myalgo-run-1
100 0 AP890906-0025  588 0.044146117 myalgo-run-1
100 0 AP891011-0193  589 0.043869827 myalgo-run-1
100 0 AP891016-0122  590 0.043869827 myalgo-run-1
100 0 AP890112-0197  591 0.043869827 myalgo-run-1
100 0 AP890201-0186  592 0.043869827 myalgo-run-1
100 0 AP890202-0060  593 0.043869827 myalgo-run-1
100 0 AP891113-0155  594 0.043869827 myalgo-run-1
100 0 AP891119-0070  595 0.043869827 myalgo-run-1
100 0 AP891206-0134  596 0.043869827 myalgo-run-1
100 0 AP890309-0035  597 0.043869827 myalgo-run-1
100 0 AP890309-0134  598 0.043869827 myalgo-run-1
100 0 AP891223-0051  599 0.043869827 myalgo-run-1
100 0 AP891229-0190  600 0.043869827 myalgo-run-1
100 0 AP890330-0023  601 0.043869827 myalgo-run-1
100 0 AP890417-0038  602 0.043869827 myalgo-run-1
100 0 AP890513-0016  603 0.043869827 myalgo-run-1
100 0 AP890530-0131  604 0.043869827 myalgo-run-1
100 0 AP890531-0266  605 0.043869827 myalgo-run-1
100 0 AP890606-0165  606 0.043869827 myalgo-run-1
100 0 AP890609-0078  607 0.043869827 myalgo-run-1
100 0 AP890620-0145  608 0.043869827 myalgo-run-1
100 0 AP890829-0174  609 0.043869827 myalgo-run-1
100 0 AP890915-0167  610 0.043869827 myalgo-run-1
100 0 AP890920-0262  611 0.043869827 myalgo-run-1
100 0 AP890925-0011  612 0.043869827 myalgo-run-1
100 0 AP890926-0106  613 0.043869827 myalgo-run-1
100 0 AP891004-0263  614 0.043869827 myalgo-run-1
100 0 AP890110-0252  615 0.043683037 myalgo-run-1
100 0 AP890116-0105  616 0.043683037 myalgo-run-1
100 0 AP890202-0298  617 0.043683037 myalgo-run-1
100 0 AP890207-0169  618 0.043683037 myalgo-run-1
100 0 AP890210-0281  619 0.043683037 myalgo-run-1
100 0 AP891120-0118  620 0.043683037 myalgo-run-1
100 0 AP890303-0056  621 0.043683037 myalgo-run-1
100 0 AP891214-0242  622 0.043683037 myalgo-run-1
100 0 AP890422-0071  623 0.043683037 myalgo-run-1
100 0 AP890424-0002  624 0.043683037 myalgo-run-1
100 0 AP890609-0277  625 0.043683037 myalgo-run-1
100 0 AP890831-0120  626 0.043683037 myalgo-run-1
100 0 AP890919-0005  627 0.043683037 myalgo-run-1
100 0 AP890921-0282  628 0.043683037 myalgo-run-1
100 0 AP890113-0245  629 0.043245174 myalgo-run-1
100 0 AP890212-0002  630 0.043245174 myalgo-run-1
100 0 AP891128-0080  631 0.043245174 myalgo-run-1
100 0 AP890410-0083  632 0.043245174 myalgo-run-1
100 0 AP890512-0053  633 0.043245174 myalgo-run-1
100 0 AP890610-0084  634 0.043245174 myalgo-run-1
100 0 AP890807-0064  635 0.043245174 myalgo-run-1
100 0 AP890824-0196  636 0.043245174 myalgo-run-1
100 0 AP890830-0038  637 0.043245174 myalgo-run-1
100 0 AP891023-0164  638 0.043227293 myalgo-run-1
100 0 AP890213-0062  639 0.043227293 myalgo-run-1
100 0 AP890306-0249  640 0.043227293 myalgo-run-1
100 0 AP890110-0191  641 0.04318436 myalgo-run-1
100 0 AP890112-0028  642 0.04318436 myalgo-run-1
100 0 AP890113-0083  643 0.04318436 myalgo-run-1
100 0 AP890123-0186  644 0.04318436 myalgo-run-1
100 0 AP891031-0138  645 0.04318436 myalgo-run-1
100 0 AP891120-0130  646 0.04318436 myalgo-run-1
100 0 AP890221-0263  647 0.04318436 myalgo-run-1
100 0 AP890407-0048  648 0.04318436 myalgo-run-1
100 0 AP890717-0022  649 0.04318436 myalgo-run-1
100 0 AP890926-0176  650 0.04318436 myalgo-run-1
100 0 AP891010-0253  651 0.042809375 myalgo-run-1
100 0 AP891021-0014  652 0.042809375 myalgo-run-1
100 0 AP890127-0123  653 0.042809375 myalgo-run-1
100 0 AP890209-0099  654 0.042809375 myalgo-run-1
100 0 AP890213-0240  655 0.042809375 myalgo-run-1
100 0 AP891122-0064  656 0.042809375 myalgo-run-1
100 0 AP890223-0081  657 0.042809375 myalgo-run-1
100 0 AP890225-0104  658 0.042809375 myalgo-run-1
100 0 AP890316-0291  659 0.042809375 myalgo-run-1
100 0 AP890406-0114  660 0.042809375 myalgo-run-1
100 0 AP890502-0098  661 0.042809375 myalgo-run-1
100 0 AP890504-0007  662 0.042809375 myalgo-run-1
100 0 AP890510-0008  663 0.042809375 myalgo-run-1
100 0 AP890512-0131  664 0.042809375 myalgo-run-1
100 0 AP890520-0048  665 0.042809375 myalgo-run-1
100 0 AP890628-0151  666 0.042809375 myalgo-run-1
100 0 AP890714-0262  667 0.042809375 myalgo-run-1
100 0 AP890905-0214  668 0.042809375 myalgo-run-1
100 0 AP890916-0082  669 0.042809375 myalgo-run-1
100 0 AP890924-0072  670 0.042809375 myalgo-run-1
100 0 AP891027-0013  671 0.042621274 myalgo-run-1
100 0 AP890207-0037  672 0.042621274 myalgo-run-1
100 0 AP890904-0021  673 0.042621274 myalgo-run-1
100 0 AP890919-0140  674 0.042621274 myalgo-run-1
100 0 AP890119-0199  675 0.042503618 myalgo-run-1
100 0 AP891107-0316  676 0.042503618 myalgo-run-1
100 0 AP890306-0306  677 0.042503618 myalgo-run-1
100 0 AP890308-0113  678 0.042503618 myalgo-run-1
100 0 AP890324-0136  679 0.042503618 myalgo-run-1
100 0 AP890418-0302  680 0.042503618 myalgo-run-1
100 0 AP890206-0042  681 0.042336337 myalgo-run-1
100 0 AP890310-0299  682 0.042336337 myalgo-run-1
100 0 AP890111-0133  683 0.042095084 myalgo-run-1
100 0 AP891107-0292  684 0.042095084 myalgo-run-1
100 0 AP890215-0264  685 0.042095084 myalgo-run-1
100 0 AP890424-0082  686 0.042095084 myalgo-run-1
100 0 AP890603-0140  687 0.042095084 myalgo-run-1
100 0 AP890703-0143  688 0.042095084 myalgo-run-1
